movie_id,review,tokens_text,cluster,aspect_cluster,tsne_x,tsne_y,primary_genre,primaryTitle
tt0058548,"People always give the ""greatest movie ever"" label to more basic films like ""Citizen Kane"" or ""The Godfather"", but, when I looked over the humongous list of films that I've seen, the one that truly impacted me the most was ""Santa Claus Conquers the Martians"".The true emotional impact of this funny, entertaining, and truly beautiful film cannot match that of any other film. This is the stuff that would make Truffaut proud!I mean, let's be honest, after watching ""Santa Claus Conquers the Martians"", Fellini looks pretty terrible, right? I mean, sure, his films have intelligent scripts, strong emotional cores, and playful humor, but they are...lifeless. At least when being compared to this excellent work.I think that we should change dictionaries so that when you look up ""brilliant"" you just see a poster for this film. That just makes sense, right?Are these sarcastic reviews not funny anymore? Yes. But that doesn't stop me from doing them!",people alway give great movie ev label basic film like citizen kane godfath look humongou list film seen one tru impact santa clau conquer martian true emotional impact funny entertain tru beautiful film match film stuff make truffaut proud mean let us hon watch santa clau conquer martian fellini look pretty terrible right mean sure film intelligent script strong emotional core playful humor lifeless least compar excellent work think change dictionari look brilliant see post film make sense right sarcastic review funny anymore yes stop,3,0,-5.2608113,-22.73225,Adventure,Santa Claus Conquers the Martians
tt0058548,"Christmas shouldn't have anything to do with super naturals. Its a big risk in movie making to have Martians meeting Santa. The Martians in the movie were not very martian like. They look like people with super hero clothes on. Martians, In my opinion, should not look human. I do feel the actor who played Santa Claus looked very good, one of the best looking ones iv ever seen. If you want to watch this movie yourself I found it on the American Pop Classics Hulu, http://www.hulu.com/network/American-pop-classics?sort=popularity, or direct link to movie, http://www.hulu.com/watch/112508/santa-claus-conquers-the-martians.",christma anyth sup natural big risk movie mak martian meet santa martian movie martian like look like people sup hero clothe martian opinion look human feel actor play santa clau look good one b look one iv ev seen want watch movie found american pop classic hulu direct link movie,1,2,-10.057655,5.500978,Adventure,Santa Claus Conquers the Martians
tt0058548,"Completely dopey, but who couldn't love a movie with the following bit.Santa is being threatened by a bunch of hostile and very green Martians. He tries to cut the tension with the following joke:""What's soft and green and you put it on the end of a stick and toast it in the fire?.....A Martianmellow.""I have tried to retell this joke to my wife, but go figure, it doesn't ever seem to come off. But then again she neither appreciates the Thee Stooges nor Mad Max.You say it doesn't work for you either -- Well, maybe you would have to have seen the movie.",complete dopey love movie follow bit santa threaten bunch hostile green martian tri cut tension follow joke soft green put end stick toast fire martianmellow tri retell joke wife go figure ev seem come neith appreciate thee stooge mad max say work eith well maybe seen movie,1,2,-21.215666,23.39379,Adventure,Santa Claus Conquers the Martians
tt0058548,"This isn't even a good idea for a movie.  Fey, green-skinned Martians with gas tubing on their heads for no good reason kidnap Santa Claus to make him bring joy to their children.  The plot twists and warps like space around a black hole until the screenwriter remembers that the film needs a happy ending.  Then one is just manufactured out of thin air.  This film would probably scare the dickens out of any kid under six; no child over that would believe such twaddle.",even good idea movie fey green skinn martian gas tub head good reason kidnap santa clau make br joy children plot twist warp like space around black hole screenwrit remember film need happy end one manufactur thin air film probab scare dicken kid six child believe twaddle,3,4,-2.7126818,-42.548824,Adventure,Santa Claus Conquers the Martians
tt0058548,"This movie is not ""Citizen Kane"" -- we all agree on that -- but one of the 100 worst films ever made?  Nonsense!  This is a loony, overwrought masterpiece, and what's more, it lives up to its name: Santa Claus really does conquer the Martians, in Technicolor and with style, and along the way we get to see a menacing Martian killer robot, and Dropo, the zany martian comic relief.   It's hyperactive, hyperkinetic fun, and only a grinch could resist that peppy theme song at the end -- ""Hooray for Santy Claus""!",movie citizen kane agree one worst film ev made nonsense loony overwrought masterpiece live name santa clau real conqu martian technicolor style along way get see menac martian kill robot dropo zany martian comic relief hyperactive hyperkinetic fun grinch resist peppy theme song end hooray santy clau,3,1,32.702404,-25.552437,Adventure,Santa Claus Conquers the Martians
tt0058548,"Okay, I admit going to the movie theater in my small town (Remember movie theaters in small towns?)and watched this movie with all of my cousins for a special Christmas fun movie for kids. I was about 6 years old. We had fun, we laughed, enjoyed ourself, and I still remember the song. We did not see anything inappropriate, or hear foul language.No, I can't get my grandkids to watch it. Their loss. It is too old Grandma, it is gross looking, are you kidding me and just no! My kids saw it, I probably made them, and they lived through it!Just give it a watch, so in 60 years you can tell your friends snd family about this movie!I will sing the theme song for the rest of my life!",okay admit go movie theat small town rememb movie theater small town watch movie cousin special christma fun movie kid year old fun laugh enjoy ourself still rememb song see anyth inappropriate hear foul language get grandkid watch loss old grandma gross look kidd kid saw probab made liv give watch year tell friend snd fami movie s theme song r life,1,0,-28.080498,-13.264848,Adventure,Santa Claus Conquers the Martians
tt0058548,"OK. here is the '63 movie classic found in the 88 cents bin at Wal Mart. saying that, i thought this was one of the best movies ever made. the opening song alone is probably the best piece of music i have heard in my entire life. ""when we hear sleigh bells ring, our hearts go ding-a-ling"". there you go. pure genius. anyway, aliens must kidnap Kris Kringle in a dastardly plot to keep them from having to use sleeping spray on their kids. best story I've heard of since Police Academy 5. i really suggest picking this one up if you got the 88 cents. i mean, its got great special features like English, Standard Full Frame, 81 Minutes, Color, Stereo Sound, and Interactive Menus!",ok movie classic found cent bin wal mart say thought one b movi ev made open song alone probab b piece music heard entire life hear sleigh bell r heart go d l go pure geniu anyway alien kidnap kri kringle dastard plot keep use sleep spray kid b story heard since police academy real sugg pick one got cent mean got great special feature like english standard full frame minute color stereo sound interactive menu,1,1,24.879675,-18.4834,Adventure,Santa Claus Conquers the Martians
tt0058548,"It was a cinematic masterpiece from a whole other world. I have yet to see another movie with such a caliber in aliens and Santa Claus. With the poor little martian needing presents and kidnapping Santa I mean it rocked my world. I love the directors work with symbolism and the director of photography must have been a genius. It may not have the best in make-up and special effects but once you get past that it is a movie for the whole family to enjoy. I have watched this movie over a dozen times and it gets better every time (maybe because I have memorized all the dialog). On a serious note I would recommend this to you and you should go out to your video store and rent this movie, sit down with the kids and enjoy. Bottom 100 is inappropriate for this film.",cinematic masterpiece whole world yet see anoth movie calib alien santa clau poor little martian need present kidnapp santa mean rock world love director work symbolism director photography geniu may b make special effect get past movie whole fami enjoy watch movie dozen time get bett every time maybe memoriz dialog seriou note recommend go video store rent movie sit kid enjoy bottom inappropriate film,1,3,-11.899923,-25.211655,Adventure,Santa Claus Conquers the Martians
tt0058548,"This movie is terrible. Bad acting, bad script, bad costumes, great fun. I watch this movie every Christmas. I've watched it since I first discovered it on VHS many years ago. My kids watch it with me. Will this movie ever win an award? He'll no. Maybe a Razzie. Watching this movie is low watching old kung Fu movies, its campy, but entertaining. I love this movie and would recommend it to anyone who enjoys great b-movies.",movie terrible bad act bad script bad costume great fun watch movie every christma watch since first discover vhs many year ago kid watch movie ev win award maybe razzie watch movie low watch old kung fu movi campy entertain love movie recommend anyone enjoy great movi,1,0,11.3704195,4.6627812,Adventure,Santa Claus Conquers the Martians
tt0058548,"This is a great b movie. Sure it's cheesy and production value is horrible and acting is bad, but that all being said this is a great kids film with fun values and a theme some that will stick in your head for ever. 10 year old Pia Zadora is great can see the talent even at a young age. People dog cult movies as bad, however if you give these low production movies a chance so are actully amazing. The fact that is overly cheap and cheesy makes these film a brilliant example of the perfect cult film. When I was a child this film would show on local tv Sunday afternoon movie at Xmas time. I longed for this movie very year. It's wholesome, no nudity, no bad words, just a fun sci-fi romp with martians and Santa Claus. Watch the original cut or if you like watch the mystery science theater take on this classic.",great movie sure cheesy production value horrible act bad said great kid film fun value theme stick head ev year old pia zadora great see talent even young age people dog cult movi bad howev give low production movi chance actul amaz fact over cheap cheesy make film brilliant example perfect cult film child film show local tv sunday afternoon movie xma time long movie year wholesome nudity bad word fun sci fi romp martian santa clau watch original cut like watch mystery science theat take classic,3,0,-3.200263,0.7004288,Adventure,Santa Claus Conquers the Martians
